symbol,isin,company_name
NATCOPHARM,INE987B01026,Natco Pharma Limited
NATHBIOGEN,INE448G01010,Nath Bio-Genes (India) Limited
NATIONALUM,INE139A01034,National Aluminium Company Limited
NATIONSTD,INE166R01015,National Standard (India) Limited
NAUKRI,INE663F01032,Info Edge (India) Limited
NAVA,INE725A01030,NAVA LIMITED
NAVINFLUOR,INE048G01026,Navin Fluorine International Limited
NAVKARCORP,INE278M01019,Navkar Corporation Limited
NAVKARURB,INE268H01044,Navkar Urbanstructure Limited
NAVNETEDUL,INE060A01024,Navneet Education Limited
NAZARA,INE418L01047,Nazara Technologies Limited
NBCC,INE095N01031,NBCC (India) Limited
NBIFIN,INE365I01020,N. B. I. Industrial Finance Company Limited
NCC,INE868B01028,NCC Limited
NCLIND,INE732C01016,NCL Industries Limited
NDGL,INE756C01015,Naga Dhunseri Group Limited
NDL,INE875G01048,Nandan Denim Limited
NDLVENTURE,INE353A01023,NDL Ventures Limited
NDRAUTO,INE07OG01012,Ndr Auto Components Limited
NDTV,INE155G01029,New Delhi Television Limited
NEAGI,INE605D01012,Neelamalai Agro Industries Limited
NECCLTD,INE553C01016,North Eastern Carrying Corporation Limited
NECLIFE,INE023H01027,Nectar Lifesciences Limited
NELCAST,INE189I01024,Nelcast Limited
NELCO,INE045B01015,NELCO Limited
NEOGEN,INE136S01016,Neogen Chemicals Limited
NEPHROPLUS,INE428V01029,Nephrocare Health Services Limited
NESCO,INE317F01035,Nesco Limited
NESTLEIND,INE239A01024,Nestle India Limited
NETWEB,INE0NT901020,Netweb Technologies India Limited
NETWORK18,INE870H01013,Network18 Media & Investments Limited
NEUEON,INE333I01044,Neueon Corporation Limited
NEULANDLAB,INE794A01010,Neuland Laboratories Limited
NEWGEN,INE619B01017,Newgen Software Technologies Limited
NEXTMEDIA,INE747B01016,Next Mediaworks Limited
NFL,INE870D01012,National Fertilizers Limited
NGIL,INE236Y01012,Nakoda Group of Industries Limited
NGLFINE,INE887E01022,NGL Fine-Chem Limited
NH,INE410P01011,Narayana Hrudayalaya Ltd.
NHPC,INE848E01016,NHPC Limited
NIACL,INE470Y01017,The New India Assurance Company Limited
NIBE,INE149O01018,NIBE Limited
NIBL,INE047O01014,NRB Industrial Bearings Limited
NICCOPAR,INE653C01022,Nicco Parks & Resorts Limited
NIITLTD,INE161A01038,NIIT Limited
NIITMTS,INE342G01023,NIIT Learning Systems Limited
NILAINFRA,INE937C01029,Nila Infrastructures Limited
NILASPACES,INE00S901012,Nila Spaces Limited
NILE,INE445D01013,Nile Limited
NILKAMAL,INE310A01015,Nilkamal Limited
NIMBSPROJ,INE875B01015,Nimbus Projects Limited
NINSYS,INE395U01014,NINtec Systems Limited
NIPPOBATRY,INE567A01028,Indo-National Limited
NIRAJ,INE368I01016,Niraj Cement Structurals Limited
NIRAJISPAT,INE326T01011,Niraj Ispat Industries Limited
NIRLON,INE910A01012,Nirlon Limited
NITCO,INE858F01012,Nitco Limited
NITINSPIN,INE229H01012,Nitin Spinners Limited
NITIRAJ,INE439T01012,Nitiraj Engineers Limited
NITTAGELA,INE265B01019,Nitta Gelatin India Limited
NIVABUPA,INE995S01015,Niva Bupa Health Insurance Company Limited
NKIND,INE542C01019,NK Industries Limited
NLCINDIA,INE589A01014,NLC India Limited
NMDC,INE584A01023,NMDC Limited
NOCIL,INE163A01018,NOCIL Limited
NOIDATOLL,INE781B01015,Noida Toll Bridge Company Limited
NORBTEAEXP,INE369C01017,Norben Tea & Exports Limited
NORTHARC,INE850M01015,Northern Arc Capital Limited
NOVAAGRI,INE02H701025,Nova Agritech Limited
NOVARTIND,INE234A01025,Novartis India Limited
NPST,INE0FFK01017,Network People Services Technologies Limited
NRAIL,INE740D01017,N R Agarwal Industries Limited
NRBBEARING,INE349A01021,NRB Bearing Limited
NRL,INE0JM501013,Nupur Recyclers Limited
NSIL,INE023A01030,Nalwa Sons Investments Limited
NSLNISP,INE0NNS01018,NMDC Steel Limited
NTCIND,INE920C01017,NTC Industries Limited
NTPC,INE733E01010,NTPC Limited
NTPCGREEN,INE0ONG01011,NTPC Green Energy Limited
NUCLEUS,INE096B01018,Nucleus Software Exports Limited
NURECA,INE0DSF01015,Nureca Limited
NUVAMA,INE531F01023,Nuvama Wealth Management Limited
NUVOCO,INE118D01016,Nuvoco Vistas Corporation Limited
NYKAA,INE388Y01029,FSN E-Commerce Ventures Limited
OAL,INE959C01023,Oriental Aromatics Limited
OBCL,INE426Z01016,OBCL Limited
OBEROIRLTY,INE093I01010,Oberoi Realty Limited
OCCLLTD,INE0PK601023,OCCL Limited
ODIGMA,INE054301028,Odigma Consultancy Solutions Limited
ODYCORP,INE839E01023,Odyssey Corporation Limited
OFSS,INE881D01027,Oracle Financial Services Software Limited
OIL,INE274J01014,Oil India Limited
OILCOUNTUB,INE591A01010,Oil Country Tubular Limited
OLAELEC,INE0LXG01040,Ola Electric Mobility Limited
OLECTRA,INE260D01016,Olectra Greentech Limited
OMAXAUTO,INE090B01011,Omax Autos Limited
OMAXE,INE800H01010,Omaxe Limited
OMFREIGHT,INE1BZC01019,Om Freight Forwarders Limited
OMINFRAL,INE239D01028,OM INFRA LIMITED
OMNI,INE0UH301010,Omnitech Engineering Limited
OMPOWER,INE25E901019,Om Power Transmission Limited
ONEGLOBAL,INE670O01013,One Global Service Provider Limited
ONELIFECAP,INE912L01015,Onelife Capital Advisors Limited
ONEPOINT,INE840Y01029,One Point One Solutions Limited
ONESOURCE,INE013P01021,Onesource Specialty Pharma Limited
ONGC,INE213A01029,Oil & Natural Gas Corporation Limited
ONIDA,INE831A01028,Onida Electronics Limited
ONIXSOLAR,INE173M01012,Onix Solar Energy Limited
ONMOBILE,INE809I01019,OnMobile Global Limited
ONWARDTEC,INE229A01017,Onward Technologies Limited
OPTIEMUS,INE350C01017,Optiemus Infracom Limited
OPTIFIN,INE031G01022,Optimus Finance Limited
ORBTEXP,INE231G01010,Orbit Exports Limited
ORCHASP,INE215B01022,Orchasp Limited
ORCHPHARMA,INE191A01027,Orchid Pharma Limited
ORICONENT,INE730A01022,Oricon Enterprises Limited
ORIENTALTL,INE998H01012,Oriental Trimex Limited
ORIENTBELL,INE607D01018,Orient Bell Limited
ORIENTCEM,INE876N01018,Orient Cement Limited
ORIENTCER,INE569C01020,ORIENT CERATECH LIMITED
ORIENTELEC,INE142Z01019,Orient Electric Limited
ORIENTHOT,INE750A01020,Oriental Hotels Limited
ORIENTLTD,INE609C01024,Orient Press Limited
ORIENTPPR,INE592A01026,Orient Paper & Industries Limited
ORIENTTECH,INE0PPK01015,Orient Technologies Limited
ORIRAIL,INE457G01029,Oriental Rail Infrastructure Limited
ORISSAMINE,INE725E01024,The Orissa Minerals Development Company Limited
ORKLAINDIA,INE16NZ01023,Orkla India Limited
ORTINGLOBE,INE749B01020,ORTIN GLOBAL LIMITED
OSIAHYPER,INE06IR01021,Osia Hyper Retail Limited
OSWALAGRO,INE142A01012,Oswal Agro Mills Limited
OSWALGREEN,INE143A01010,Oswal Greentech Limited
OSWALPUMPS,INE0BYP01024,Oswal Pumps Limited
OSWALSEEDS,INE00IK01029,ShreeOswal Seeds And Chemicals Limited
PACEDIGITK,INE0S3G01027,Pace Digitek Limited
PACIFICI,INE883C01025,Pacific Industries Limited
PAGEIND,INE761H01022,Page Industries Limited
PAISALO,INE420C01059,Paisalo Digital Limited
PAKKA,INE551D01018,PAKKA LIMITED
PALASHSECU,INE471W01019,Palash Securities Limited
PALREDTEC,INE218G01033,Palred Technologies Limited
PANACEABIO,INE922B01023,Panacea Biotec Limited
PANACHE,INE895W01019,Panache Digilife Limited
PANAMAPET,INE305C01029,Panama Petrochem Limited
PANCHMAHQ,INE798F01010,Panchmahal Steel Limited
PANORAMA,INE258R01028,Panorama Studios International Limited
PANSARI,INE697V01011,Pansari Developers Limited
PAR,INE04LG01015,Par Drugs And Chemicals Limited
PARACABLES,INE074B01023,Paramount Communications Limited
PARADEEP,INE088F01024,Paradeep Phosphates Limited
PARAGMILK,INE883N01014,Parag Milk Foods Limited
PARAS,INE045601023,Paras Defence and Space Technologies Limited
PARASPETRO,INE162C01024,Paras Petrofils Limited
PARKHOSPS,INE119201023,Park Medi World Limited
PARKHOTELS,INE988S01028,Apeejay Surrendra Park Hotels Limited
PARNAXLAB,INE383L01019,Parnax Lab Limited
PARSVNATH,INE561H01026,Parsvnath Developers Limited
PASHUPATI,INE124Y01028,Pashupati Cotspin Limited
PASUPTAC,INE818B01023,Pasupati Acrylon Limited
PATANJALI,INE619A01035,Patanjali Foods Limited
PATELENG,INE244B01030,Patel Engineering Limited
PATELRMART,INE0R8B01010,Patel Retail Limited
PATINTLOG,INE529D01014,Patel Integrated Logistics Limited
PAUSHAKLTD,INE111F01024,Paushak Limited
PAVNAIND,INE07S101038,Pavna Industries Limited
PAYTM,INE982J01020,One 97 Communications Limited
PBMPOLY,INE501F01018,PBM Polytex Limited
PCBL,INE602A01031,PCBL Chemical Limited
PCJEWELLER,INE785M01021,PC Jeweller Limited
PDMJEPAPER,INE865T01018,Pudumjee Paper Products Limited
PDSL,INE111Q01021,PDS Limited
PEARLPOLY,INE844A01013,Pearl Polymers Limited
PENIND,INE932A01024,Pennar Industries Limited
PENINLAND,INE138A01028,Peninsula Land Limited
PERMAGN,INE418E01018,Permanent Magnets Limited
PERNIASPOP,INE0I1B01016,Purple Style Labs Limited
PERSISTENT,INE262H01021,Persistent Systems Limited
PETRONET,INE347G01014,Petronet LNG Limited
PFC,INE134E01011,Power Finance Corporation Limited
PFIZER,INE182A01018,Pfizer Limited
PFOCUS,INE367G01038,Prime Focus Limited
PFS,INE560K01014,PTC India Financial Services Limited
PGEL,INE457L01029,PG Electroplast Limited
PGHH,INE179A01014,Procter & Gamble Hygiene and Health Care Limited
PGHL,INE199A01012,Procter & Gamble Health Limited
PGIL,INE940H01022,Pearl Global Industries Limited
PHOENIXLTD,INE211B01039,The Phoenix Mills Limited
PHOENXINTL,INE245B01011,Phoenix International Limited
PICCADIL,INE546C01010,Piccadily Agro Industries Limited
PIDILITIND,INE318A01026,Pidilite Industries Limited
PIGL,INE557Z01018,Power & Instrumentation (Gujarat) Limited
PIIND,INE603J01030,PI Industries Limited
PILANIINVS,INE417C01014,Pilani Investment and Industries Corporation Limited
PILITA,INE600A01035,PIL ITALICA LIFESTYLE LIMITED
PINELABS,INE15B701018,Pine Labs Limited
PIONEEREMB,INE156C01018,Pioneer Embroideries Limited
PIONRINV,INE746D01014,Pioneer Investcorp Limited
PIRAMALFIN,INE202B01038,Piramal Finance Limited
PITTIENG,INE450D01021,Pitti Engineering Limited
PIXTRANS,INE751B01018,Pix Transmissions Limited
PKTEA,INE431F01018,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN,INE083C01022,Plastiblends India Limited
PLATIND,INE0PT501018,Platinum Industries Limited
PLAZACABLE,INE0INJ01017,Plaza Wires Limited
PML,INE291E01019,Paul Merchants Limited
PNB,INE160A01022,Punjab National Bank
PNBGILTS,INE859A01011,PNB Gilts Limited
PNBHOUSING,INE572E01012,PNB Housing Finance Limited
PNC,INE392B01011,Pritish Nandy Communications Limited
PNCINFRA,INE195J01029,PNC Infratech Limited
PNGJL,INE953R01016,P N Gadgil Jewellers Limited
PNGSREVA,INE1RDG01013,PNGS Reva Diamond Jewellery Limited
POCL,INE063E01061,Pondy Oxides & Chemicals Limited
PODDARMENT,INE371C01013,Poddar Pigments Limited
POEL,INE035S01028,POCL Enterprises Limited
POKARNA,INE637C01025,Pokarna Limited
POLICYBZR,INE417T01026,PB Fintech Limited
POLYCAB,INE455K01017,Polycab India Limited
POLYMED,INE205C01021,Poly Medicure Limited
POLYPLEX,INE633B01018,Polyplex Corporation Limited
POLYSPIN,INE914G01029,Polyspin Exports Limited
PONNIERODE,INE838E01017,Ponni Sugars (Erode) Limited
POONAWALLA,INE511C01022,Poonawalla Fincorp Limited
POWERGRID,INE752E01010,Power Grid Corporation of India Limited
POWERICA,INE921L01032,Powerica Limited
POWERINDIA,INE07Y701011,Hitachi Energy India Limited
POWERMECH,INE211R01019,Power Mech Projects Limited
PPAP,INE095I01015,PPAP Automotive Limited
PPL,INE050001010,Prakash Pipes Limited
PPLPHARMA,INE0DK501011,Piramal Pharma Limited
PRABHA,INE0I0M01023,Prabha Energy Limited
PRADPME,INE770A01010,Pradeep Metals Limited
PRAENG,INE505C01016,Prajay Engineers Syndicate Limited
PRAJIND,INE074A01025,Praj Industries Limited
PRAKASH,INE603A01013,Prakash Industries Limited
PRAKASHSTL,INE696K01024,Prakash Steelage Limited
PRAVEG,INE722B01019,Praveg Limited
PRAXIS,INE546Y01022,Praxis Home Retail Limited
PRECAM,INE484I01029,Precision Camshafts Limited
PRECOT,INE283A01014,Precot Limited
PRECWIRE,INE372C01037,Precision Wires India Limited
PREMCO,INE001E01012,Premco Global Limited
PREMEXPLN,INE863B01029,Premier Explosives Limited
PREMIER,INE342A01018,Premier Limited
PREMIERENE,INE0BS701011,Premier Energies Limited
PREMIERPOL,INE309M01020,Premier Polyfilm Limited
PRESTIGE,INE811K01011,Prestige Estates Projects Limited
PRICOLLTD,INE726V01018,Pricol Limited
PRIMESECU,INE032B01021,Prime Securities Limited
PRIMO,INE607A01022,Primo Chemicals Limited
PRINCEPIPE,INE689W01016,Prince Pipes And Fittings Limited
PRIORITY,INE15EH01014,Priority Jewels Limited
PRISMX,INE286N01028,Prismx Global Ventures Limited
PRITI,INE974Z01015,Priti International Limited
PRITIKAUTO,INE583R01029,Pritika Auto Industries Limited
PRIVISCL,INE959A01019,Privi Speciality Chemicals Limited
PROSTARM,INE0BX301013,Prostarm Info Systems Limited
PROTEAN,INE004A01022,Protean eGov Technologies Limited
PROZONER,INE195N01013,Prozone Realty Limited
PRSMJOHNSN,INE010A01011,Prism Johnson Limited
PRUDENT,INE00F201020,Prudent Corporate Advisory Services Limited
PRUDMOULI,INE024D01016,Prudential Sugar Corporation Limited
PSB,INE608A01012,Punjab & Sind Bank
PSPPROJECT,INE488V01015,PSP Projects Limited
PTC,INE877F01012,PTC India Limited
PTCIL,INE596F01018,PTC Industries Limited
PTL,INE034D01049,PTL Enterprises Limited
PUNJABCHEM,INE277B01014,Punjab Chemicals & Crop Protection Limited
PURVA,INE323I01011,Puravankara Limited
PVP,INE362A01016,PVP Ventures Limited
PVRINOX,INE191H01014,PVR INOX Limited
PVSL,INE772T01024,Popular Vehicles and Services Limited
PWL,INE0LP301011,Physicswallah Limited
PYRAMID,INE0MIS01010,Pyramid Technoplast Limited
QMSMEDI,INE0FMW01018,QMS Medical Allied Services Limited
QPOWER,INE0SII01026,Quality Power Electrical Equipments Limited
QUADFUTURE,INE0LRY01011,Quadrant Future Tek Limited
QUESS,INE615P01015,Quess Corp Limited
QUICKHEAL,INE306L01010,Quick Heal Technologies Limited
QUINT,INE641R01017,Quint Digital Limited
RACE,INE084Q01012,Race Eco Chain Limited
RACLGEAR,INE704B01017,RACL Geartech Limited
RADAAN,INE874F01027,Radaan Mediaworks India Limited
RADHIKAJWE,INE583V01021,Radhika Jeweltech Limited
RADIANTCMS,INE855R01021,Radiant Cash Management Services Limited
RADICO,INE944F01028,Radico Khaitan Limited
RADIOCITY,INE919I01024,Music Broadcast Limited
RAILTEL,INE0DD101019,Railtel Corporation Of India Limited
RAIN,INE855B01025,Rain Industries Limited
RAINBOW,INE961O01016,Rainbow Childrens Medicare Limited
RAJESHEXPO,INE343B01030,Rajesh Exports Limited
RAJMET,INE00KV01022,Rajnandini Metal Limited
RAJOOENG,INE535F01024,Rajoo Engineers Limited
RAJPALAYAM,INE296E01026,Rajapalayam Mills Limited
RAJRATAN,INE451D01029,Rajratan Global Wire Limited
RAJRILTD,INE533D01032,Raj Rayon Industries Limited
RAJSREESUG,INE562B01019,Rajshree Sugars & Chemicals Limited
RAJTV,INE952H01027,Raj Television Network Limited
RALLIS,INE613A01020,Rallis India Limited
RAMANEWS,INE278B01020,Shree Rama Newsprint Limited
RAMAPHO,INE809A01032,Rama Phosphates Limited
RAMASTEEL,INE230R01035,Rama Steel Tubes Limited
RAMBHAJO,INE1SJO01012,Advit Jewels Limited
RAMCOCEM,INE331A01037,The Ramco Cements Limited
RAMCOIND,INE614A01028,Ramco Industries Limited
RAMCOSYS,INE246B01019,Ramco Systems Limited
RAMKY,INE874I01013,Ramky Infrastructure Limited
RAMRAT,INE207E01023,Ram Ratna Wires Limited
RANASUG,INE625B01014,Rana Sugars Limited
RANEHOLDIN,INE384A01010,Rane Holdings Limited
RATEGAIN,INE0CLI01024,Rategain Travel Technologies Limited
RATNAMANI,INE703B01027,Ratnamani Metals & Tubes Limited
RATNAVEER,INE05CZ01011,Ratnaveer Precision Engineering Limited
RAYMOND,INE301A01014,Raymond Limited
RAYMONDLSL,INE02ID01020,Raymond Lifestyle Limited
RAYMONDREL,INE1SY401010,Raymond Realty Limited
RBA,INE07T201019,Restaurant Brands Asia Limited
RBLBANK,INE976G01028,RBL Bank Limited
RBZJEWEL,INE0PEQ01016,RBZ Jewellers Limited
RCF,INE027A01015,Rashtriya Chemicals and Fertilizers Limited
RCOM,INE330H01018,Reliance Communications Limited
RECLTD,INE020B01018,REC Limited
REDINGTON,INE891D01026,Redington Limited
REDTAPE,INE0LXT01019,Redtape Limited
REFEX,INE056I01025,Refex Industries Limited
REGAAL,INE0MHO01029,Regaal Resources Limited
REGENCERAM,INE277C01012,Regency Ceramics Limited
RELAXO,INE131B01039,Relaxo Footwears Limited
RELCHEMQ,INE750D01016,Reliance Chemotex Industries Limited
RELIABLE,INE375Y01018,Reliable Data Services Limited
RELIANCE,INE002A01018,Reliance Industries Limited
RELIGARE,INE621H01010,Religare Enterprises Limited
RELINFRA,INE036A01016,Reliance Infrastructure Limited
RELTD,INE206N01018,Ravindra Energy Limited
REMSONSIND,INE474C01023,Remsons Industries Limited
RENUKA,INE087H01022,Shree Renuka Sugars Limited
REPCOHOME,INE612J01015,Repco Home Finance Limited
REPL,INE364Z01019,Rudrabhishek Enterprises Limited
REPRO,INE461B01014,Repro India Limited
RESPONIND,INE688D01026,Responsive Industries Limited
RETAIL,INE03DD01011,JHS Svendgaard Retail Ventures Limited
RGL,INE722H01024,Renaissance Global Limited
RHETAN,INE0KKN01029,Rhetan TMT Limited
RHFL,INE217K01011,Reliance Home Finance Limited
RHIM,INE743M01012,RHI MAGNESITA INDIA LIMITED
RHL,INE508K01013,Robust Hotels Limited
RICOAUTO,INE209B01025,Rico Auto Industries Limited
RIIL,INE046A01015,Reliance Industrial Infrastructure Limited
RIR,INE302D01024,RIR Power Electronics Limited
RISHABH,INE0N2P01017,Rishabh Instruments Limited
RITCO,INE01EG01016,Ritco Logistics Limited
RITES,INE320J01015,RITES Limited
RKDL,INE722J01012,Ravi Kumar Distilleries Limited
RKEC,INE786W01010,RKEC Projects Limited
RKFORGE,INE399G01023,Ramkrishna Forgings Limited
RKSWAMY,INE0NQ801033,R K Swamy Limited
RMC,INE655V01019,RMC Switchgears Limited
RMDRIP,INE219Y01026,R M Drip and Sprinklers Systems Limited
RML,INE050H01012,Rane (Madras) Limited
RNBDENIMS,INE012Q01039,R&B Denims Limited
ROHLTD,INE283H01019,Royal Orchid Hotels Limited
ROLEXRINGS,INE645S01024,Rolex Rings Limited
ROLLT,INE927A01040,Rollatainers Limited
ROML,INE294G01026,Raj Oil Mills Limited
ROSSARI,INE02A801020,Rossari Biotech Limited
ROSSELLIND,INE847C01020,Rossell India Limited
ROSSTECH,INE0OJW01016,Rossell Techsys Limited
ROTO,INE535D01037,Roto Pumps Limited
ROUTE,INE450U01017,ROUTE MOBILE LIMITED
RPEL,INE912T01018,Raghav Productivity Enhancers Limited
RPGLIFE,INE105J01010,RPG Life Sciences Limited
RPOWER,INE614G01033,Reliance Power Limited
RPPINFRA,INE324L01013,R.P.P. Infra Projects Limited
RPPL,INE760W01023,Rajshree Polypack Limited
RPSGVENT,INE425Y01011,RPSG VENTURES LIMITED
RPTECH,INE0J1F01024,Rashi Peripherals Limited
RRECL,INE0AK901016,RDB Real Estate Constructions Limited
RRIL,INE951M01037,RRIL Limited
RRKABEL,INE777K01022,R R Kabel Limited
RSDFIN,INE616F01022,RSD Finance Limited
RSL,INE313L01016,Rajputana Stainless Limited
RSSOFTWARE,INE165B01029,R. S. Software (India) Limited
RSWM,INE611A01016,RSWM Limited
RSYSTEMS,INE411H01032,R Systems International Limited
RTNINDIA,INE834M01019,RattanIndia Enterprises Limited
RTNPOWER,INE399K01017,RattanIndia Power Limited
RTSPOWR,INE005C01017,RTS Power Corporation Limited
RUBFILA,INE642C01025,Rubfila International Limited
RUBICON,INE506V01022,Rubicon Research Limited
RUBYMILLS,INE301D01026,The Ruby Mills Limited
RUCHINFRA,INE413B01023,Ruchi Infrastructure Limited
RUCHIRA,INE803H01014,Ruchira Papers Limited
RUDRA,INE027T01023,Rudra Global Infra Products Limited
RUPA,INE895B01021,Rupa & Company Limited
RUSHIL,INE573K01025,Rushil Decor Limited
RUSTOMJEE,INE263M01029,Keystone Realtors Limited
RVHL,INE09E501017,Ravinder Heights Limited
RVNL,INE415G01027,Rail Vikas Nigam Limited
RVTH,INE0DAB01012,Revathi Equipment India Limited
S&SPOWER,INE902B01017,S&S Power Switchgears Limited
SAATVIKGL,INE13B501022,Saatvik Green Energy Limited
SAB,INE137M01017,SAB Industries Limited
SADBHAV,INE226H01026,Sadbhav Engineering Limited
SADBHIN,INE764L01010,Sadbhav Infrastructure Project Limited
SADHNANIQ,INE888C01040,Sadhana Nitrochem Limited
SAFARI,INE429E01023,Safari Industries (India) Limited
SAGARDEEP,INE976T01013,Sagardeep Alloys Limited
SAGCEM,INE229C01021,Sagar Cements Limited
SAGILITY,INE0W2G01015,SAGILITY LIMITED
SAHLIBHFI,INE861D01011,Shalibhadra Finance Limited
SAHYADRI,INE280H01015,Sahyadri Industries Limited
SAICAPI,INE531X01018,Sai Capital Limited
SAIL,INE114A01011,Steel Authority of India Limited
SAILIFE,INE570L01029,Sai Life Sciences Limited
SAIPARENT,INE0H9F01037,Sai Parenterals Limited
SAKAR,INE732S01012,Sakar Healthcare Limited
SAKHTISUG,INE623A01011,Sakthi Sugars Limited
SAKSOFT,INE667G01023,Saksoft Limited
SAKUMA,INE190H01024,Sakuma Exports Limited
SALASAR,INE170V01027,Salasar Techno Engineering Limited
SALONA,INE498E01010,Salona Cotspin Limited
SALSTEEL,INE658G01014,S.A.L. Steel Limited
SALZERELEC,INE457F01013,Salzer Electronics Limited
SAMBANDAM,INE304D01012,Sambandam Spinning Mills Limited
SAMBHAAV,INE699B01027,Sambhaav Media Limited
SAMBHV,INE12NJ01018,Sambhv Steel Tubes Limited
SAMHI,INE08U801020,Samhi Hotels Limited
SAMMAANCAP,INE148I01020,Sammaan Capital Limited
SAMPANN,INE735M01018,Sampann Utpadan India Limited
SANATHAN,INE0JPD01013,Sanathan Textiles Limited
SANDESH,INE583B01015,The Sandesh Limited
SANDHAR,INE278H01035,Sandhar Technologies Limited
SANDUMA,INE149K01016,Sandur Manganese & Iron Ores Limited
SANGAMIND,INE495C01010,Sangam (India) Limited
SANGHVIMOV,INE989A01032,Sanghvi Movers Limited
SANGINITA,INE753W01010,Sanginita Chemicals Limited
SANOFI,INE058A01010,Sanofi India Limited
SANOFICONR,INE0UOS01011,Sanofi Consumer Healthcare India Limited
SANSERA,INE953O01021,Sansera Engineering Limited
SANSTAR,INE08NE01025,Sanstar Limited
SANWARIA,INE890C01046,Sanwaria Consumer Limited
SAPPHIRE,INE806T01020,Sapphire Foods India Limited
SAPPL,INE185C01017,Shree Ajit Pulp & Paper Limited
SARDAEN,INE385C01021,Sarda Energy & Minerals Limited
SAREGAMA,INE979A01025,Saregama India Limited
SARLAPOLY,INE453D01025,Sarla Performance Fibers Limited
SARVESHWAR,INE324X01026,Sarveshwar Foods Limited
SASKEN,INE231F01020,Sasken Technologies Limited
SATIA,INE170E01023,Satia Industries Limited
SATIN,INE836B01017,Satin Creditcare Network Limited
SAURASHCEM,INE626A01014,Saurashtra Cement Limited
SAYAJIHOTL,INE318C01014,Sayaji Hotels Limited
SAYAJIIND,INE327G01032,Sayaji Industries Limited
SBC,INE04AK01028,SBC Exports Limited
SBCL,INE386D01027,Shivalik Bimetal Controls Limited
SBFC,INE423Y01016,SBFC Finance Limited
SBGLP,INE05ST01028,Suratwwala Business Group Limited
SBICARD,INE018E01016,SBI Cards and Payment Services Limited
SBIFUNDS,INE640G01020,SBI Funds Management Limited
SBILIFE,INE123W01016,SBI Life Insurance Company Limited
SBIN,INE062A01020,State Bank of India
SCANSTL,INE099G01011,Scan Steels Limited
SCHAEFFLER,INE513A01022,Schaeffler India Limited
SCHAND,INE807K01035,S Chand And Company Limited
SCHNEIDER,INE839M01018,Schneider Electric Infrastructure Limited
SCI,INE109A01011,Shipping Corporation Of India Limited
SCILAL,INE0PB301013,Shipping Corporation of India Land and Assets Limited
SCODATUBES,INE090501011,Scoda Tubes Limited
SCPL,INE501Y01019,Sheetal Cool Products Limited
SDBL,INE480C01038,Som Distilleries & Breweries Limited
SEAMECLTD,INE497B01018,Seamec Limited
SECMARK,INE0BTM01013,SecMark Consultancy Limited
SECURKLOUD,INE650K01021,SECUREKLOUD TECHNOLOGIES LIMITED
SEDEMAC,INE00XB01019,SEDEMAC Mechatronics Limited
SEIL,INE440T01028,Shanti Educational Initiatives Limited
SEJALLTD,INE955I01044,Sejal Glass Limited
SEKURITIND,INE068B01017,Saint Gobain Sekurit India Limited
SEMAC,INE617A01013,Semac Construction Limited
SENCO,INE602W01027,Senco Gold Limited
SENORES,INE0RB801010,Senores Pharmaceuticals Limited
SEPC,INE964H01014,SEPC Limited
SERVOTECH,INE782X01033,Servotech Renewable Power System Limited
SESHAPAPER,INE630A01024,Seshasayee Paper and Boards Limited
SETCO,INE878E01021,Setco Automotive Limited
SETL,INE0M4D01010,Standard Engineering Technology Limited
SETUINFRA,INE023M01027,Setubandhan Infrastructure Limited
SEYAIND,INE573R01012,Seya Industries Limited
SFL,INE916U01025,Sheela Foam Limited
SGFIN,INE618R01015,SG Finserve Limited
SGIL,INE00QT01015,Synergy Green Industries Limited
SGL,INE353H01010,STL Global Limited
SGLRES,INE967B01028,SGL Resources Limited
SGMART,INE385F01024,SG Mart Limited
SGRL,INE414Y01015,Shree Ganesh Remedies Limited
SHADOWFAX,INE12UN01015,Shadowfax Technologies Limited
SHAH,INE482J01021,Shah Metacorp Limited
SHAHALLOYS,INE640C01011,Shah Alloys Limited
SHAILY,INE151G01028,Shaily Engineering Plastics Limited
SHAKTIPUMP,INE908D01010,Shakti Pumps (India) Limited
SHALBY,INE597J01018,Shalby Limited
SHALPAINTS,INE849C01026,Shalimar Paints Limited
SHANKARA,INE274V01019,Shankara Building Products Limited
SHANKESH,INE1WFC01025,Shankesh Jewellers Limited
SHANTI,INE933X01016,Shanti Overseas (India) Limited
SHANTIGEAR,INE631A01022,Shanthi Gears Limited
SHANTIGOLD,INE06ZD01017,Shanti Gold International Limited
SHARDACROP,INE221J01015,Sharda Cropchem Limited
SHARDAMOTR,INE597I01028,Sharda Motor Industries Limited
SHARDUL,INE037B01020,Shardul Securities Limited
SHAREINDIA,INE932X01026,Share India Securities Limited
SHBAJRG,INE402H01015,Shri Bajrang Alliance Limited
SHEKHAWATI,INE268L01046,Shekhawati Industries Limited
SHEMAROO,INE363M01019,Shemaroo Entertainment Limited
SHERVANI,INE011D01013,Shervani Industrial Syndicate Limited
SHILCTECH,INE024F01011,Shilchar Technologies Limited
SHILGRAVQ,INE960A01017,Shilp Gravures Limited
SHILPAMED,INE790G01031,Shilpa Medicare Limited
SHINDL,INE220Z01013,Sharat Industries Limited
SHIPROCKET,INE0FOO01011,Shiprocket Limited
